"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"47598",26,"fit",NA,"not at all","never","graduated from college/university","white",69.17,NA,"student",2012-06-29 20:33:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m",NA,"no","english (fluently), spanish (okay)","single","i'm a medical student and loving it. the flip side is that i'm usually pretty busy, though i still try to make time for the important things"
"51403",34,"athletic",NA,"socially","never","graduated from college/university","hispanic / latin",65.99,NA,"other",2012-05-14 17:17:00,"san francisco, california",NA,"gay",NA,NA,"m","libra and it's fun to think about","no","english (fluently), french (okay), spanish (fluently)","single","hey guys, just looking , and hoping to find a nice man to meet and see our chemistry... dates , dinners, movies ...its all good.  can be rom"
"10140",38,"athletic",NA,"socially","never","graduated from masters program","white",71.04,NA,NA,2012-03-13 15:35:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english, chinese (okay)","single","just a guy who likes to have fun, learn a lot and see the world."
"16612",29,"a little extra","strictly anything","socially",NA,"working on space camp","white",67.06,40000,"medicine / health",2012-06-29 23:37:00,"concord, california",NA,"bisexual","likes dogs and likes cats","agnosticism","m","gemini but it doesn't matter","no","english (fluently)","single","i'm:  - geeky  - smart  - weird  - chubby  - near sighted  - horrible at describing myself  - nice  - funny  - big hearted  - a great hugger"
"12290",29,"skinny","mostly anything","socially",NA,"graduated from college/university","white",68.19,NA,"artistic / musical / writer",2012-01-29 14:47:00,"san francisco, california",NA,"straight","likes dogs and has cats","agnosticism and laughing about it","m","aquarius and it's fun to think about","no","english, sign language (okay)","single","salutations!    an abridged history:  i have in lived in san francisco for the majority of my life. it is my place of birth thus i call myse"
"22483",19,NA,"mostly anything","socially","sometimes","working on college/university","middle eastern, hispanic / latin",66.84,NA,"student",2012-06-30 16:29:00,"berkeley, california",NA,"straight","likes dogs and likes cats",NA,"m","scorpio but it doesn't matter","sometimes","english (fluently), arabic (okay), spanish (poorly)","single","comic book weirdo extraordinaire.    ex. in fourth grade i dressed up as gambit for halloween and some kid dressed up as wolverine pushed me"
"12614",33,"athletic",NA,"socially","sometimes","graduated from masters program","asian, white",67.92,NA,"artistic / musical / writer",2012-06-13 20:54:00,"san francisco, california",NA,"bisexual","likes dogs and likes cats","other","m","taurus but it doesn't matter","no","english (fluently), spanish (fluently), portuguese (okay), other (poorly)","single","i'm a writer. i'm very focused on my craft and career, which, for better worse, means i've cursed myself with a lifetime of homework.    my "
"7608",29,"average","anything","socially","sometimes",NA,NA,71.97,NA,NA,2012-06-30 00:47:00,"san francisco, california",NA,"straight",NA,NA,"m","libra","no","english","single","a gardening mofo who likes to chill on his downtime and is always looking for an adventure."
"27193",32,"fit","mostly vegetarian","socially","never","graduated from college/university","white",74.09,NA,"computer / hardware / software",2012-06-30 19:20:00,"san francisco, california","doesn't have kids","gay","likes dogs and likes cats","buddhism but not too serious about it","m","pisces but it doesn't matter","no","english (fluently), sign language (okay), spanish (poorly), japanese (poorly), french (poorly)","single","i'm a down to earth guy who feels comfortable in his own skin.    i like to keep active: biking, hiking, dancing    i'm lucky to be here in "
"571",29,"average","anything","socially","never","graduated from law school","white",73.92,NA,"other",2012-06-30 00:28:00,"san mateo, california","doesn't have kids","straight","has dogs","catholicism","m","libra","no","english","single","a self-summary? alright, here it goes! i was born and raised in the bay area, i love the area, so much culture, beauty, and well, it is home"
"14356",25,"average",NA,"not at all","never",NA,"other",68.08,NA,"other",2012-06-27 19:00:00,"san bruno, california",NA,"straight","has dogs","catholicism but not too serious about it","m","leo but it doesn't matter","yes","english","single","i am a single 25 yeah old looking toi get 2 know sumone nice n dat can keep it real n not be fake i have a 3 year old son dat is hella cute "
"15282",37,NA,NA,"rarely",NA,"graduated from college/university","white",68.05,NA,"entertainment / media",2012-06-29 22:10:00,"oakland, california",NA,"straight","likes dogs and has cats","hinduism and laughing about it","m","gemini and it's fun to think about","no","english (fluently), spanish (poorly)","available","i'm a photographer, poet, artist, and chef. i love music and movies. i love puns and being silly. i'm an indoor person who loves the outdoor"
"35505",28,"fit","mostly anything","socially","never","ph.d program",NA,74.19,NA,"science / tech / engineering",2012-06-25 18:31:00,"san francisco, california","doesn't have kids, but might want them","straight","has dogs","agnosticism","m","leo","no","english (fluently)","single","when i was five, i wanted to grow up to be the color orange. soon after that, a cashier. obviously, i was a pretty bright kid.    i've given"
"14485",26,"average","mostly anything","not at all","never","graduated from college/university","white",67.18,NA,"artistic / musical / writer",2012-06-30 10:35:00,"san francisco, california","doesn't have kids","straight","likes dogs and has cats","atheism and very serious about it","m",NA,"no","english","single","i'll take something to believe,  something with long sleeves, because it's unpredictable.    i am pretty nerdy. my greatest interests in lif"
"54251",40,"athletic",NA,"socially",NA,"graduated from college/university","white",66.86,NA,"other",2012-06-27 21:54:00,"san francisco, california","doesn't want kids","gay","likes dogs and likes cats","catholicism and laughing about it","m","sagittarius and it's fun to think about","no","english, italian (okay), french (okay)","single","everyone always asks ""what are you looking for?"". i've realized my answer, in a word, is 'possibilities'. possibilities of something amazing"
"26852",26,"a little extra",NA,"socially","never","graduated from college/university","asian",67.06,NA,"computer / hardware / software",2012-06-30 19:10:00,"vallejo, california",NA,"straight",NA,"catholicism","m","libra","sometimes","english (okay), tagalog (fluently), japanese (poorly)","single","i am.. .. .."
"6911",24,"athletic","strictly anything","socially",NA,"graduated from college/university","asian, white",69.91,NA,"science / tech / engineering",2012-06-27 21:13:00,"san rafael, california",NA,"straight",NA,"agnosticism and laughing about it","m","sagittarius but it doesn't matter","no","english (fluently), japanese (poorly), c++ (poorly)","single","i'm a problem solver. i like to figure out how things work and how to make them better. whether it's a mechanical system, a recipe, literatu"
"24801",31,"athletic",NA,"socially","never","graduated from masters program","white",71.86,NA,"banking / financial / real estate",2012-03-13 21:31:00,"san francisco, california","doesn't have kids","straight","has dogs",NA,"m",NA,"no","english (fluently), french (fluently), spanish (okay)","single","just signed up... kinda stumped on what to write.. wow, it's hard to write about yourself....please bear with me."
"21689",25,"average",NA,"socially","sometimes","graduated from college/university","asian",67.03,NA,"artistic / musical / writer",2012-06-26 22:36:00,"san francisco, california",NA,"straight",NA,"atheism and somewhat serious about it","m","sagittarius and it's fun to think about","no","english (fluently), chinese (okay)","single",NA
"53852",25,"fit",NA,"socially","never","graduated from college/university","white",74.09,NA,"banking / financial / real estate",2012-06-29 00:59:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"m","leo","no","english","single","24 year old professional looking to meet girls to explore the great city of san francisco!"
"52937",24,"athletic",NA,NA,"never","graduated from high school",NA,68.88,NA,"other",2012-04-03 10:19:00,"south san francisco, california",NA,"straight",NA,"judaism but not too serious about it","m","capricorn but it doesn't matter",NA,"english, russian (okay)","single","i'm a genuinely nice guy, who loves helping others... as long as the acts are appriciated and it brings a smile to someone's face, that make"
