"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"42558",36,"thin","vegetarian",NA,NA,"graduated from masters program","white",67.03,NA,NA,2012-03-14 16:26:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism","f","libra and it's fun to think about",NA,"english","available","i value kindness, intelligence, humor, curiosity...    i'm originally from the northeast. got my master's in social work in portland, or & h"
"6927",20,"average","strictly anything","rarely","sometimes","dropped out of space camp","white",67.09,NA,"unemployed",2012-06-20 22:10:00,"oakland, california",NA,"straight",NA,"other but not too serious about it","f","leo and it's fun to think about","yes","english (fluently)","single","i am currently about to complete my training for emt in june and really excited i've worked so hard. i love to have a good time, im opening "
"57594",20,NA,NA,"socially","never","working on college/university","hispanic / latin, white",62.84,NA,"student",2012-06-26 05:35:00,"lafayette, california","doesn't have kids, but wants them","straight",NA,"catholicism but not too serious about it","f",NA,NA,"english (fluently), spanish (okay)","single",NA
"16346",62,"curvy","mostly vegetarian","not at all","never","graduated from masters program","white",63.91,NA,"retired",2012-03-19 14:38:00,"san francisco, california","doesn't want kids","straight","has dogs and likes cats","other and laughing about it","f","aries but it doesn't matter","no","english, english (fluently)","single","drawing and painting.  art museums.  dogs, animal activist with indefense of animals.( save seals and whales etc. our planet needs help.  ou"
"32285",30,"fit","anything","socially","never","graduated from college/university","indian",63.99,NA,"other",2012-06-30 11:41:00,"oakland, california","doesn't have kids","straight","likes dogs and likes cats",NA,"f","gemini and it's fun to think about","no","english","single","who i am - grew up in california, been bouncing between norcal and socal for the last few years. back in the bay and hope i'm here to stay! "
"42549",37,"average","anything","socially","never",NA,"asian",64.1,NA,NA,2012-07-01 02:04:00,"oakland, california","doesn't have kids","straight","has dogs",NA,"f",NA,NA,"english, chinese (okay), spanish (poorly)","single","""all that spirits desire, spirits attain.""  i value honesty, creativity, hard work and an open mind. i could write a bunch of things about m"
"36069",51,"athletic","mostly anything","socially","never","graduated from college/university","white",66.05,20000,"education / academia",2012-06-28 22:57:00,"pleasant hill, california","has a kid","straight","likes dogs","catholicism","f","cancer","no","english (okay), lithuanian (fluently), russian (okay)","single","positive person. mentally stable,physically fit,a bunch of laughs,warm,caring,romantic,honest,good listening.i am real easy person to talk t"
"584",55,"curvy",NA,"socially",NA,"graduated from college/university","white",66.01,NA,"other",2012-06-29 07:27:00,"berkeley, california","has kids","straight","likes dogs and has cats",NA,"f","gemini","no","english","single","generally happy and optimistic, my own solid business, three grown sons out of the woods, widowed for 14 years now, after a long happy marri"
"44136",30,"thin",NA,"socially","never","graduated from masters program","asian",67.85,NA,"sales / marketing / biz dev",2012-07-01 01:33:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism but not too serious about it","f","gemini and it's fun to think about","no","english (fluently), chinese (fluently), spanish (poorly), c++ (poorly)","single","i was born in shanghai and grew up in il, which means that i drive a mean bargain and know about 30 different ways to make corn edible. i've"
"44342",28,"skinny",NA,"socially","never","graduated from masters program","white",63.15,NA,"science / tech / engineering",2012-07-01 00:20:00,"san francisco, california",NA,"straight","likes dogs",NA,"f",NA,NA,"english","single","* just moved to the city... looking forward to new friends and adventures!! *    i am new to this online dating and don't really understand "
"18538",28,NA,NA,"socially","sometimes",NA,NA,66.04,NA,NA,2012-02-04 08:46:00,"san francisco, california",NA,"bisexual",NA,NA,"f",NA,"no","english, portuguese (okay)","single","i am a happy and energetic woman who wants the usual things -- adventure, romance, meaning, and eventually a long life with someone that is "
"30725",46,"fit","mostly vegetarian","desperately","never","graduated from space camp","white",63.88,NA,"artistic / musical / writer",2012-05-27 17:12:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","other and laughing about it","f","libra and it's fun to think about","trying to quit","english","single","happy girl :)"
"31282",31,"full figured","anything","socially","never","graduated from college/university","white",67.18,NA,"other",2012-06-17 18:41:00,"san francisco, california",NA,"straight",NA,"christianity and somewhat serious about it","f","capricorn and it's fun to think about","no","english","single","i enjoy making people laugh and i enjoy humor that is more on the wrong side. i'm a realist and dreamer. shy and outgoing. nurturing but com"
"54834",22,"full figured","anything","socially","never","working on masters program","white",67.85,20000,"clerical / administrative",2012-06-14 13:03:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"f","aquarius and it's fun to think about","no","english (fluently), spanish (okay)","single","i'm an energetic whirlwind. i do too much and too little at the same time. i'm dedicated to my future and career, but recognize that i also "
"51751",18,"average","strictly vegetarian","not at all","never","working on college/university","white",65.82,NA,"student",2012-01-18 21:30:00,"san francisco, california","doesn't want kids","straight","has dogs and dislikes cats","agnosticism and somewhat serious about it","f","virgo but it doesn't matter","no","english (fluently), french (okay)","seeing someone","i'm layne. i prefer baths to showers."
"36423",35,"curvy","vegan","socially",NA,"graduated from college/university","white",67.93,NA,"construction / craftsmanship",2012-06-01 16:15:00,"berkeley, california","might want kids","straight","likes dogs and likes cats","agnosticism but not too serious about it","f","cancer and it's fun to think about","no","english (fluently), german (poorly)","single","i like to sing!    i enjoy the outdoors by foot and bicycle and love the ocean.    i have made a lot of my life decisions based on my commit"
"25798",35,"fit","mostly anything","socially","never","graduated from college/university","white",64.12,NA,"other",2012-06-29 20:39:00,"berkeley, california",NA,"straight","has dogs and likes cats","agnosticism and laughing about it","f","libra and it's fun to think about","no","english","single","as of today: i propose an entirely new type of dating site: one based solely on personal playlists. i may just be saying this because my jan"
"12944",29,"used up","mostly anything","socially",NA,"working on space camp","hispanic / latin, white, other",61.06,NA,"other",2012-06-23 09:43:00,"richmond, california","doesn't have kids, but might want them","straight","has dogs and likes cats","other","f","gemini and it's fun to think about",NA,"english (okay), spanish (poorly)","single","clever self-summary pending.    value new experiences and inspirational people. independent, observant, hands on, creative, dedicated, givin"
"25868",21,"average","strictly anything","often","sometimes","graduated from college/university","white",64.02,NA,NA,2012-06-30 10:03:00,"san francisco, california",NA,"straight","has dogs",NA,"f","taurus","sometimes","english, basque (poorly), french (fluently)","single","san francisco native.  i get all choked up when i try to write about myself.    if my dating profile were a musical appearance on soul train"
