name,price,sex,height,color,location,markings,weight,foaldate,registrations,disciplines,temperament
Coat Check,9000,Gelding,16.995,Brown,"Sunbury, Ohio","star, snip, strip, 2 white socks",1400 pounds,7-Mar,AQHA - American Quarter Horse Association (X0667041),Hunter Under Saddle (Trained) Hunter (Prospect) Dressage (Prospect) Equitation (Trained) Jumper (Prospect),5.288
High Brow Chrome,3000,Gelding,13.99,Dun,"Qunicy, California",,,10-Mar,AQHA - American Quarter Horse Association (),Cutting (Trained) Ranch Horse (Trained) Reined Cow Horse (Trained) Reining (Trained) Working Cow Horse (Trained),5.289
Portia,35000,Mare,16.007,Bay,"Green Bay , Wisconsin","star/stripe, 4 white socks & brand",,8-Jan,AWS - American Warmblood Society () USEF - United States Equestrian Federation (5238884),Dressage (Trained) Hunter (Competed or Shown),5.291
Apollo Amaroan,4000,Gelding,16.188,Bay,"Muskego, Wisconsin",None,,7-Feb,FSHR - Friesian Sport Horse Registry (2007468),Trail Horse (Prospect) Dressage (Prospect) English Pleasure (Prospect) Jumper (Prospect) Western Pleasure (Prospect),5.292
Rusty,1100,Gelding,12.22,Roan,"Dickinson, Texas","Red roan with blanket, pastern, spots",650 pounds,1-Jan,,Jumper (Competed or Shown) Eventing (Prospect) Hunter (Prospect) Dressage (Prospect) Western Riding (Prospect),5.296
RCC Smart Lil Nus,1800,Mare,15.019,Chestnut,"Taylor, Nebraska","Star, Strip and Snip",,3-May,AQHA - American Quarter Horse Association (4439384),Working Cow Horse (Prospect) Reined Cow Horse (Prospect) Ranch Horse (Prospect) Ranch Sorting (Prospect) Brood Mare (Prospect),5.297
Nu Cafe au Lait,3800,Mare,14.198,Palomino,"Erie, Colorado","Big star, snip, two hind stockings",,11-May,AQHA - American Quarter Horse Association (),Reining (Rank Not Applicable) Reined Cow Horse (Rank Not Applicable) Cutting (Rank Not Applicable) Ranch Horse (Rank Not Applicable) Working Cow Horse (Rank Not Applicable),5.298
Crosswinds Rubys Glory,6000,Mare,16.316,Palomino,"Coshocton, Ohio",hind socks,1300 pounds,8-Jan,international georgian grande registry (),Breeding (Prospect) Dressage (Trained) Driving (Prospect) Eventing (Trained) Jumper (Trained),5.302
Extended Investment,5000,Gelding,16.209,Sorrel,"Terre Haute, Indiana",,,7-Feb,AQHA - American Quarter Horse Association (),Hunter Under Saddle  Showmanship  Western Pleasure  Trail Horse ,5.312
FONTEYN NW,40000,Mare,16.117,Brown,"Woodland, California",Star,1200 pounds,8-Apr,German Oldenburg Verband (),Hunter Under Saddle (Prospect) Hunter (Prospect) Equitation (Prospect) Dressage (Trained),5.314
Dark Venture,6500,Gelding,16.192,Bay,"Powder Springs, Georgia",,1200 pounds,May-98,,Dressage (Competed or Shown) Jumper (Competed or Shown) Eventing (Champion),5.316
Maple Leaf's Opal Alexa,9700,Mare,15.005,Pinto,"Winchester, Virginia",,,2-Jun,,Field Hunter (Trained) Dressage (Competed or Shown) Jumper (Competed or Shown) Eventing (Competed or Shown),5.324
Zipped Up N Shiney aka Sissy,2000,Mare,15.218,Dun,"Winona, Minnesota","star, strip, snip",,8-Jan,AQHA - American Quarter Horse Association (),Team Penning (Prospect) Ranch Horse (Prospect) Working Cow Horse (Prospect) Youth/4-H Horse (Trained) Western Pleasure (Show) (Competed or Shown),5.329
Snooky,500,Mare,16.088,Bay,"Concord, California","Blaze with spot, white socks",,Apr-96,,Jumper (Competed or Shown) Hunter (Competed or Shown) Hunter Under Saddle (Competed or Shown) Equitation (Competed or Shown),5.334
Lucy,1500,Mare,16.204,Bay,"Ranchos de Taos , New Mexico",,,5-Apr,,Barrel Racing  Brood Mare ,5.336
mws flaming hot sevens,10000,Mare,14.999,Buckskin,"Pendleton, Indiana",star no other,1000 pounds,10-May,AQHA - American Quarter Horse Association (5309644),Western Pleasure (Show) (Prospect) Western Riding (Prospect) Trail Horse (Prospect) Brood Mare  Equitation (Prospect),5.345
Splash of Gold Dust,5500,Gelding,15.183,Palomino,"Register, Georgia",,,1-Apr,AQHA - American Quarter Horse Association (0959764),Barrel Racing (Competed or Shown) Jumper (Prospect) Pole Bending (Prospect),5.348
Doughboy,25000,Gelding,16.182,Bay,"Cottonwood, California",none,1300 pounds,1-Apr,USEF - United States Equestrian Federation (4902154),Field Hunter (Rank Not Applicable) Eventing (Prospect) Equitation (Competed or Shown) Jumper (Competed or Shown),5.349
Bennigan,16500,Gelding,17.019,Bay,"Waxhaw, North Dakota",none,,3-Mar,,Dressage (Champion) Eventing (Competed or Shown) Jumper (Competed or Shown),5.351
GW Shatazz,1500,Mare,14.201,Bay,"Stover, Missouri",small star,,9-Jun,AHA - Arabian Horse Association (0643526),English Pleasure (Prospect),5.354
Jamaica,1500,Mare,15.218,Sorrel,"Wabasso, Minnesota",flaxen mane,,7-Apr,APHA - American Paint Horse Association (),,5.36
Allure,12000,Mare,15.32,Black,"Fall River, Wisconsin",,1150 pounds,8-Jun,FHANA - Friesian Horse Association of North America (200805013),,5.363
Spike,1000,Gelding,16.1,Chestnut,"Milford, New York",Connect Star/Strip/Snip; Hind Socks; RF Coronet; LF Pastern,1200 pounds,Jan-99,,English Pleasure  Hunter (Prospect) Jumper (Prospect) Western Riding ,5.363
Tex,1600,Gelding,14.998,White,"Atwater, Ohio",,,8-Jan,,Trail Horse (Prospect) Western Pleasure (Prospect) Youth/4-H Horse (Prospect) Horsemanship (Prospect) Equitation (Prospect),5.364
COUNTESS TRUCKEE,2000,Mare,14.981,Bay,"RAMONA, California",,,7-Apr,,English Pleasure ,5.369
"White Star, aka Brutus",14000,Gelding,16.985,Grey,"Earlysville, Virginia",3 white socks,,5-Jan,,Hunter (Competed or Shown) Field Hunter (Competed or Shown) Sidesaddle (Competed or Shown) Equitation (Competed or Shown),5.37
Logan,400,Gelding,13.011,Bay,"simsonville, Kentucky",4 white socks -blaze,850 pounds,3-Jun,,Dressage  Eventing  Harness  Equitation  Jumper ,5.38
Chiko,1250,Gelding,13.212,Chestnut,"Covington, Indiana","Star, Two Hind Socks, Flaxen Main & Tail",,7-Mar,,Trail Horse (Trained) Jumper (Prospect) Hunter Under Saddle (Prospect) Hunter (Prospect),5.385
CMC Whisper in the Night,1000,Mare,14.209,Other,"phillips, Wisconsin",star snip short white coronet band,,9-Mar,ABCR (),Trail Horse (Prospect),5.386
Scent of Jasmine,5000,Mare,14.994,Bay,"Moneta, Virginia","Blaze, both hind socks",,8-Mar,ASHA - American Saddlebred Horse Association (147081),Country Pleasure (Prospect) Equitation (Prospect) Lesson Horse (Prospect),5.386
Swingthruthebank (Pending) we call him Money,9000,Gelding,16.202,Black,"Harrodsburg, Kentucky",Heartlike shape on brow,,8-Jun,,Dressage (Prospect),5.386
Sweet Township,15000,Mare,15.993,Chestnut,"Ocala, Florida",,,5-Jan,JC - Jockey Club (),Jumper  Hunter (Competed or Shown) Eventing (Prospect),5.389
RF Touch N Squeez,4500,Gelding,16.182,Chestnut,"Monticello, Florida",Star White Ankle R hind,1200 pounds,9-Mar,AQHA - American Quarter Horse Association (5245682),Halter (Competed or Shown),5.389
Titan,900,Gelding,15.99,Bay,"Lockart, Texas","Black socks, mane and tail",,7-May,,Ranch Horse (Trained) Ranch Sorting (Competed or Shown) Hunter (Prospect) Jumper (Champion),5.391
big counyry cowboy,1000,Gelding,16.017,Chestnut,"Hagerstown, Maryland",,,Apr-00,,Beginner/Family (Rank Not Applicable) Eventing (Competed or Shown),5.391
HES ONE IMPLUSIVE MISTER,4800,Gelding,13.997,Chestnut,"FREMONT, Michigan",BLANKET,800 pounds,9-May,POA - Pony of the Americas (),Halter (Champion) Showmanship (Competed or Shown) Team Sorting (Rank Not Applicable) Western Pleasure (Show) (Prospect) Trail Horse (Trained),5.393
Sybil,300,Mare,14.982,Palomino,"Cedar Hill, Tennessee",White Blaze,,12-Jan,,,5.393
Evan,4500,Gelding,16.99,Bay,"Wellborn, Florida",,1250 pounds,4-May,BWP - Belgian Warmblood Breeding Association (),Hunter (Competed or Shown) Field Hunter (Competed or Shown) Jumper (Competed or Shown) Dressage (Trained) Hunter Under Saddle (Competed or Shown),5.397
Heza Bugged Moon,2500,Gelding,15.195,Sorrel,"St. Louis, Missouri",Blaze,1000 pounds,5-Apr,AQHA - American Quarter Horse Association (),Pole Bending (Prospect) Team Roping (Prospect) Jumper (Prospect) Barrel Racing (Trained),5.4
Uptown Girl,500,Mare,13.103,Grey,"woodbridge, Connecticut",,,1-Jan,,Jumper (Competed or Shown) Trail Horse (Trained) Youth/4-H Horse (Trained),6.007
Twinkle,250,Gelding,15.994,Bay,"Sheridan, Oregon",,1300 pounds,5-Apr,,Trail Horse (Prospect) Racing (Champion) English Pleasure (Prospect),6.01
Onward,5000,Mare,16.217,Bay,"Stevens Point, Wisconsin","Star,snip,stockings on back legs",1200 pounds,Jan-97,,Dressage (Competed or Shown),6.02
Kona,450,Mare,14.99,Bay,"El Dorado Hills, California",,,7-Jan,,,6.021
Cougars Cashew,6000,Gelding,14.286,Grey,"Washington, Indiana","star,strip,snip extending onto upper lip,left fore sock,left hind stocking right hind stocking",1050 pounds,9-Apr,AQHA - American Quarter Horse Association (),Reining (Competed or Shown) Reined Cow Horse (Prospect) Working Cow Horse (Prospect),6.025
Tatyana Ballerina,5000,Mare,16.009,Chestnut,"Sarasota, Florida","Star with stripe, left hind ankle is white",1200 pounds,1-Feb,JC - Jockey Club (0110213),Brood Mare (Rank Not Applicable),6.027
Dugan,2500,Gelding,15.285,Bay,"Fallbrook, California",White Star,1000 pounds,3-Feb,,Barrel Racing (Competed or Shown) Trail Horse (Trained) Endurance Riding (Prospect) Competitive Trail Competitions (Prospect) Country Pleasure (Trained),6.031
River,25000,Gelding,15.318,Chestnut,"Freeville, New York","Blaze, snip, white socks",,3-Jan,USEF - United States Equestrian Federation (),Jumper (Champion) Dressage (Trained) Equitation (Competed or Shown),6.037
Marki,500,Mare,15.092,Brown,"Laurel, Delaware",,,2-Jan,,Country Pleasure ,6.042
Minstrel,1500,Mare,15.289,Chestnut,"Prescott, Ontario, Canada","3 socks, blaze, other sabino markings",,Jan-99,JC - Jockey Club () GOV- German Oldenburg Verband (),Dressage (Trained) English Pleasure (Trained) Brood Mare (Champion) Trail Horse (Trained),6.051
Brimstone,20000,Gelding,16.289,Bay,"Newcastle, California",,,6-Jun,KWPN - Dutch Warmblood Studbook in North America (840025 200600216),Equitation (Prospect) Jumper (Prospect) Eventing (Prospect),6.066
Buddy,0,Gelding,15.12,Brown,"New Boston, Michigan",Star,1000 pounds,Jan-90,,Companion Only ,6.071
Big Red Surprise,2300,Gelding,16.196,Chestnut,"grand prairie, Texas",,,9-Jan,JC - Jockey Club (),Racing (Rank Not Applicable),6.078
Junior Brown,500,Gelding,14.203,Chestnut,"Blairs Mills, Pennsylvania",STAR,,Jan-97,,Trail Horse (Trained),6.08
Josie,2500,Mare,16.288,Bay,"Ridgewat, South Carolina",,,7-Jan,,Eventing ,6.092
Steely Dan,1200,Gelding,15.086,Chestnut,"Sanger, Texas",Blaze,,8-May,,,6.093
Petunia,15000,Mare,15.318,Bay,"Pickering , Ontario, Canada",Inverted strip,,Feb-00,,Jumper (Prospect) Eventing (Competed or Shown),6.095
Pete,4500,Gelding,16.192,Grey,"Decatur, Illinois",,1250 pounds,5-Jan,,Dressage (Prospect) English Pleasure (Prospect) Hunter Under Saddle (Prospect) Western Riding (Prospect) Equitation (Prospect),6.112
STEWARTS DARLIN CORA,2000,Mare,14.3,Black,"JUDSONIA, Arkansas",,1300 pounds,2-May,"APHA - American Paint Horse Association (701,711)",,6.118
Sundanzing McCue,1000,Gelding,15.011,Black,"Centerburg, Ohio",Blue eyes,1050 pounds,Mar-98,"APHA - American Paint Horse Association (453,767)",Youth/4-H Horse (Competed or Shown) Western Riding (Prospect) Jumper (Trained) Hunter Under Saddle (Competed or Shown) Equitation (Competed or Shown),6.137
Nothing Like It,800,Gelding,15.32,Bay,"Kirtland, Ohio",,,3-Feb,JC - Jockey Club (),Eventing  Dressage  Jumper ,6.161
Rosalita,3000,Mare,13.297,Sorrel,"Guilford, New York",,,11-Jun,,Trail Horse  Gaited ,6.177
Aspen,0,Mare,16.204,Bay,"Colorado Springs, Colorado","star, two socks",,May-98,,Hunter Under Saddle  Lesson Horse  Longe-Line  Youth/4-H Horse ,6.2
Stormin Eddie,1000,Gelding,15.987,Bay,"Covington, Louisiana",,,2-Mar,JC - Jockey Club (),Hunter Under Saddle  Trail Horse ,6.22
Fly Copper Penny,3800,Mare,14.998,Chestnut,"Peachtree City, Georgia",white stripe and snip,1200 pounds,4-Apr,AQHA - American Quarter Horse Association (4691386),Cutting (Prospect) Reining (Prospect) Working Cow Horse (Prospect) Breeding (Prospect) Barrel Racing (Prospect),6.223
Lady Yorktown,2500,Mare,15.103,Sorrel,"Oklahoma City, Oklahoma","Tobiano, Blaze",,1-Jan,,Gaited (Trained) Trail Horse (Trained) Harness (Prospect),6.232
Desert Golden,2500,Mare,15.01,Chestnut,"Fairhope, Alabama",star strip snip 2 socks,,May-00,AHA - Arabian Horse Association (581416),Halter (Champion) Brood Mare (Prospect),6.244
Eclipse,175,Gelding,15.301,Grey,"Bartlett, Illinois",,1100 pounds,3-May,,Trail Horse (Prospect) Western Pleasure (Prospect) English Pleasure (Trained) Drill Team (Prospect) Dressage (Prospect),6.244
Isis (ruby),5000,Mare,16.105,Bay,"Saginaw, Michigan",White Stripe,1000 pounds,5-Jan,,Dressage (Prospect) Hunter (Prospect),6.253
Gypsy's Supreme Commander,4500,Gelding,15.316,Black,"Magog, Quebec, Canada",,,4-Apr,,Trail Horse (Trained) Dressage (Prospect) Pleasure Driving (Competed or Shown) English Pleasure (Competed or Shown),6.267
Bandera,0,Mare,17.004,Bay,"Dixon, California","blaze, sock, belly spot, half blue eye",,4-Apr,,Dressage (Competed or Shown),6.276
JD Diamondacres Dandy's Little Brandy,1200,Mare,9.009,Pinto,"Idaho Falls, Idaho","Bay Pinto, tri color, strip, snip, star, socks",250 pounds,10-Apr,AMHA - American Morgan Horse Association (304962T),Lesson Horse (Trained) Jumper (Trained) Halter (Competed or Shown) Breeding (Prospect) Driving (Prospect),6.277
Jane,500,Mare,16.209,Bay,"Furlong, Pennsylvania",Small Star,,5-Jan,,Jumper (Prospect) Eventing (Prospect),6.284
Risonho,20000,Gelding,15.301,Grey,"punt gorda, Florida",,,5-May,IALHA - International Andalusian & Lusitano Horse Association (15441(P)),Dressage  Western Pleasure  Trail Horse ,6.317
Jokes Diamond Dia (Dakota),500,Mare,15.297,Roan,"Eads, Tennessee",,,1-Feb,AHA - Arabian Horse Association (1A358118),Dressage (Trained),6.345
Brat,300,Gelding,12.09,Chestnut,"Greensboro, Maryland",Blaze,400 pounds,12-Jul,,Halter (Trained),6.347
WL Zetta,4000,Mare,14.981,Bay,"Newcastle, California",,900 pounds,10-May,AHA - Arabian Horse Association (650357),Endurance Riding  Trail Horse  Hunter Under Saddle  Western Riding  Brood Mare ,6.359
Golden Ticket,70000,Gelding,17.095,Chestnut,"Litchfield, Connecticut",,,4-Apr,USEF - United States Equestrian Federation (5070619),Dressage (Prospect) Equitation (Competed or Shown) Jumper (Competed or Shown),6.368
crazy leggs,2250,Gelding,15.013,Bay,"Newton, Texas",black legs black mane an tail,1000 pounds,7-Jan,,Gaited (Trained),6.38
Callaway's Have I Told You Lately?,2500,Gelding,15.211,Chestnut,"Sauquoit, New York",,,8-Jan,,Gaited (Prospect),6.38
Kiwi,8000,Mare,15.289,Chestnut,"easpointe, Michigan","blaze, socks",,Jan-95,USEF - United States Equestrian Federation (),Trail Horse (Trained) Field Hunter (Prospect) Eventing (Competed or Shown) Jumper (Champion),6.389
Rose,500,Mare,14.998,Chestnut,"Bloomington, Indiana","Blaze, white sock, white stocking",,12-Mar,,English Pleasure (Prospect) Western Pleasure (Prospect) Youth/4-H Horse (Prospect),6.393
Amatoro,24000,Gelding,16.282,Bay,"Schnecksville, Pennsylvania",,,5-Jan,IALHA - International Andalusian & Lusitano Horse Association (),Dressage (Trained),6.394
RS IS Mikes Lady,5500,Mare,15.084,Grey,"Halifax, Massachusetts",,,2-May,AQHA - American Quarter Horse Association (4237256),Reining (Prospect) Team Penning (Competed or Shown) Working Cow Horse (Prospect) Ranch Horse (Rank Not Applicable),7.013
The Night Command,1500,Stallion,15.984,Black,"charleston, West Virginia",,,5-Jul,TWHBEA - Tennessee Walking Horse Breeders' and Exhibitors' Association (),Breeding  Gaited (Competed or Shown),7.04
Lacy,2000,Mare,15.204,Other,"Columbus, Nebraska",Star & snip.,,2-May,,Western Riding (Trained),7.053
Ono Sandle,0,Mare,15.096,Black,"enumclaw, Washington","Stripe, White Sock",,May-99,APHA - American Paint Horse Association (),Youth/4-H Horse (Competed or Shown) Trail Horse (Competed or Shown) Halter (Champion) English Pleasure (Competed or Shown) Western Pleasure (Show) (Champion),7.076
suddenly an asset,4000,Mare,15.218,Palomino,"clay city, Illinois",star sox white mane and tail,,6-Feb,AQHA - American Quarter Horse Association (4827066) PHBA - Palomino Horse Breeders of America (83791),Hunter Under Saddle (Prospect) Western Pleasure (Prospect),7.077
Shazonazon,850,Gelding,14.209,Bay,"Burtrum, Minnesota","star, sock on rh",1200 pounds,Apr-98,AHA - Arabian Horse Association (),Trail Horse (Trained),7.082
Kisara,2000,Mare,15.112,Bay,"Billings, Montana",Star,,8-Mar,AHA - Arabian Horse Association () Akhal Teke Association of America (),Endurance Riding (Prospect) Dressage (Prospect) Competitive Trail Competitions (Prospect),7.087
Nemels Elite (Samber X Lector-keur X Nimmerdor-pref),22000,Mare,16.117,Pinto,"Kelley, Iowa",Blaze and pinto markings,1250 pounds,May-95,KWPN - Dutch Warmblood Studbook in North America () USEF - United States Equestrian Federation () USDF and USEA-life (),Breeding (Champion),7.095
Black Onyx,6500,Gelding,16.219,Bay,"Langhorne, Pennsylvania",,,3-Feb,,Eventing (Prospect) Jumper (Competed or Shown),7.103
DAR-L,6000,Stallion,1.003,Chestnut,"WROCLAW,",,,9-Apr,,Dressage (Trained) Jumper (Trained) Eventing (Prospect),7.163
Lena,8500,Mare,14.292,Sorrel,"Fredericksburg, Texas",Star with Flaxan Mane,1100 pounds,6-May,,Team Roping  Ranch Horse  Breeding ,7.183
Cash,1500,Gelding,15.006,Black,"Mechanicsville, Maryland",,,Jan-98,,Dressage (Trained) Hunter (Trained) Hunter Under Saddle (Trained) Trail Horse (Trained),7.186
Velvet,1500,Mare,15.213,Chestnut,"Brandon, Vermont",small star and 2 small hind socks,,1-Jan,,Jumper (Competed or Shown) English Pleasure (Trained) Trail Horse (Rank Not Applicable),7.187
Roxstar,2500,Mare,14.303,Chestnut,"Friday Harbor, Washington",,900 pounds,3-Jan,,Barrel Racing (Prospect) Pole Bending (Prospect) Trail Horse (Trained) Western Pleasure (Trained) Western Riding (Trained),7.208
Amber,750,Mare,12.206,Brown,"Harrison, Maine",white star,600 pounds,Jun-98,,Jumper  English Pleasure  Trail Horse ,7.224
Ovation (AKA Ovi),2000,Mare,14.012,Roan,"Medina, Texas",Blaze,,10-Apr,AQHA - American Quarter Horse Association (5292899),Trail Horse (Trained),7.237
Spirit,5200,Gelding,15.115,Buckskin,"No. Haverhill, New Hampshire",,,5-May,,Cutting  Ranch Sorting  Team Penning ,7.304
Sir Secret,2200,Gelding,15.297,Brown,"Louisville, Colorado",,,Apr-97,JC - Jockey Club (9748644),,7.314
Stumpy's Powder River Playboy,7800,Gelding,14.309,Chestnut,"Fort Smith, Arkansas",,1000 pounds,2-Apr,AQHA - American Quarter Horse Association (4366158) NRHA National Reining Horse Association (),Working Cow Horse (Competed or Shown) Team Penning (Champion) Reining (Competed or Shown) Reined Cow Horse (Competed or Shown) Ranch Sorting (Competed or Shown),7.333
Poncho,0,Gelding,17.014,Black,"Austin, Texas","White blaze, white sock",,6-Jan,JC - Jockey Club (),,7.357
